,Unnamed: 0,url,label,text
173,173,http://www.nytimes.com/2012/09/26/world/obamas-address-to-united-nations.html?hp=,0,"UNITED NATIONS — President Obama on Tuesday used his last major address on a global stage before the November election to deliver a strong defense of America’s belief in freedom of speech, challenging fledgling Arab and North African democracies to ensure that right even in the face of violence.

The speech was in many ways a balancing act for Mr. Obama, who has had to contend with angry anti-American demonstrations throughout the Middle East during the past several weeks, and a Republican opponent, Mitt Romney, who says the president has projected weakness in his foreign policy. Mr. Romney has criticized the administration for issuing what he called “an apology for American values” in its initial response to the demonstrations.

Mr. Obama’s message seemed intended to appeal to a domestic audience as much as to the world leaders at the General Assembly.

In a 30-minute address, he affirmed what he said “are not simply American values or Western values — they are universal values.” He vowed to protect the enduring ability of Americans to say what they think. He promised that the United States “will do what we must to prevent Iran from obtaining a nuclear weapon.” And he asserted that the flare-up of violence over a video that ridicules the Prophet Muhammad would not set off a retreat from his support of the Arab democracy movement."
183,183,https://www.nytimes.com/2019/08/11/nyregion/epstein-death-manhattan-correctional-center.html,0,"[Update: Attorney General William P. Barr said there were “serious irregularities” at the federal jail in Manhattan.]

It was Friday night in a protective housing unit of the federal jail in Lower Manhattan, and Jeffrey Epstein, the financier accused of trafficking girls for sex, was alone in a cell, only 11 days after he had been taken off a suicide watch.

Just that morning, thousands of documents from a civil suit had been released, providing lurid accounts accusing Mr. Epstein of sexually abusing scores of girls.

Mr. Epstein was supposed to have been checked by the two guards in the protective housing unit every 30 minutes, but that procedure was not followed that night, a law-enforcement official with knowledge of his detention said."
185,185,https://www.nytimes.com/2019/08/13/climate/states-lawsuit-clean-power-ace.html?action=click&module=Top%20Stories&pgtype=Homepage,0,"WASHINGTON — A coalition of 29 states and citie s on Tuesday sued to block the Trump administration from easing restrictions on coal-burning power plants, setting up a case that could determine how much leverage the federal government has to fight climate change in the future.

The lawsuit is the latest salvo in a long-running battle over the future of coal and how to regulate the nation’s heavily polluting power plants, which are major producers of greenhouse gases that warm the planet. It also is the most significant test to date of the Trump administration’s efforts to eliminate or weaken former President Obama’s regulations to reduce the United States’ contribution to global warming.

It is a case that could go all the way to the Supreme Court. If justices there were to ultimately decide in favor of the Trump administration, it could weaken the ability of future presidents to regulate carbon dioxide pollution from power plants, experts said, and make it harder for the United States to tackle climate change.

“It would have a devastating effect on the ability of future administrations to regulate greenhouse gases under the Clean Air Act,” said Richard L. Revesz, a professor at New York University who specializes in environmental law, referring to a 1970 law that requires the Environmental Protection Agency to regulate hazardous air pollutants."
192,192,"https://www.bloomberg.com/news/articles/2019-08-14/jeffrey-epstein-s-estate-sued-by-alleged-victim-in-new-york?srnd=premium
https://www.nytimes.com/2019/08/14/opinion/jeffrey-epstein-jennifer-araoz.html?action=click&module=Opinion&pgtype=Homepage",0,"Jeffrey Epstein ’s estate was sued by a woman who says he raped her when she was a teenager, the first case against his estate under a New York law taking effect Wednesday that gives victims of sexual abuse a year to file lawsuits over older claims.

The case was filed in state court in Manhattan by Jennifer Araoz, who says Epstein targeted her when she was a New York City high school student. The same law is behind dozens of suits that were also filed against the Archdiocese of New York in the same court Wednesday morning."
205,205,https://www.nytimes.com/2019/08/17/us/portland-oregon-protests.html,0,"PORTLAND, Ore. — About 1,200 people converged for a rally on Saturday at a waterfront park in Portland, Ore., where far-right groups faced off with anti-fascist counterprotesters and brought much of the downtown area to a standstill.

President Trump weighed in on the tense situation in Portland on Saturday morning, calling out the anti-fascist group known as Antifa on Twitter and suggesting support for designating it as a terror organization. He did not mention any of the right-wing groups, although both they and Antifa have a history of using violence against their opponents."
222,222,https://www.nytimes.com/2019/08/20/technology/facebook-news-humans.html,0,"SAN FRANCISCO — Facebook has long relied on algorithms to select news stories for its users to see.

Now the social network wants to rely on something else for the same task, too: humans.

Specifically, Facebook plans to hire a team of editors to work on a news initiative called News Tab, which is its latest venture into the world of publishing.

The Silicon Valley company said that journalists would help curate News Tab, a new section inside of the company’s mobile application that will surface the most recent and relevant stories for readers. Facebook said it planned to hire seasoned journalists from various outlets for the roles and would put up job postings on its employment board on Tuesday.

News Tab is part of the company’s effort to highlight real-time journalism and news. It will exist outside of the News Feed, Facebook’s never-ending stream of status updates and friend requests."
229,229,https://www.nytimes.com/2019/08/19/opinion/planned-parenthood-title-x.html,0,"This has been an ominous year for reproductive rights in America, with states including Georgia, Alabama and now Tennessee in a race to the bottom to pass the most extreme anti-abortion law in the nation.

But while those high-profile abortion bans make their way through the courts — they were designed to provoke legal challenges that could threaten Roe v. Wade — a more immediate threat to women’s health care has been brewing. The Trump administration has quietly been working to gut the Title X family planning program, which helps poor women afford birth control, cancer screenings and testing for H.I.V. and other sexually transmitted infections. On Monday, the administration’s efforts paid off: Planned Parenthood, which serves about 40 percent of Title X patients around the country, felt forced to withdraw from the program.

The nearly 50-year-old Title X program is an unsung hero of American public health. In 2017, Title X clinics served more than four million women, 42 percent of them uninsured, according to the federal Office of Population Affairs, which administers the program. The Guttmacher Institute, a research group that supports reproductive rights, found that Title X clinics helped prevent more than 822,000 unintended pregnancies in 2015. The institute estimates that for every dollar the federal government spends on family planning, it saves more than $7.

The Trump administration’s new Title X rule, announced in February, will lay waste to that progress. The rule bars facilities that receive Title X money from providing abortions, even with a separate source of money, as has been required by law for decades. It also prohibits clinics from referring patients for an abortion at a different facility — in other words, staff members would effectively have to pretend that abortion is not a legal medical option."
232,232,https://www.nytimes.com/2019/08/21/world/europe/greenland-denmark-trump.html,0,"ODENSE, Denmark — The astonishment in Denmark over President Trump’s apparent desire to buy Greenland turned to bewilderment and anger on Wednesday after the American leader abruptly scrapped a state visit because the Danes have no desire to sell.

The cancellation was a rare snub of Denmark’s head of state, Queen Margrethe II, who had extended the invitation to the president and would have hosted him and the first lady.

Mr. Trump further strained ties on Wednesday, calling the Danish prime minister’s rejection of the idea “nasty.”

News that Mr. Trump had called off his visit “came as a surprise,” the Royal House’s communications director told the state broadcaster, adding, “That’s all we have to say about that.”"
237,237,https://www.nytimes.com/2019/08/22/opinion/mitch-mcconnell-senate-filibuster.html?action=click&module=Opinion&pgtype=Homepage,2,"“You’ll regret this, and you may regret this a lot sooner than you think.”

That was my warning to Senate Democrats in November 2013. Their leader, Harry Reid, had just persuaded them to trample longstanding Senate rules and precedents. Now that some Democrats are proposing further radical changes to the Senate’s functioning, it is instructive to recall what happened next.

To confirm more of President Barack Obama’s controversial nominees, Democrats took two radical steps. First, since the nominees had proved unable to earn the 60 votes necessary to overcome a filibuster, Democrats sought to change Senate rules so that ending debate on most nominations would require only a simple majority. Second, lacking the two-thirds supermajority needed to change the rules normally, Democrats decided to short-circuit standard procedure and muscle through the new rule with a simple majority as well — the first use of the infamous “nuclear option.”

Republicans opposed both moves on principle. Strong minority rights have always been the Senate’s distinguishing feature. But when appeals to principle fell on deaf ears, I tried a practical argument. The political winds shift often, I reminded my Democratic friends. I doubted they’d like their new rules when the shoe was on the other foot.

Unfortunately, Senate Democrats bought what Senator Reid was selling — but buyer’s remorse arrived with lightning speed. Just one year later, Republicans retook the majority. Two years after that, Americans elected President Trump. In 2017, we took the Reid precedent to its logical conclusion, covering all nominations up to and including the Supreme Court."
290,290,https://www.nytimes.com/2019/08/28/us/tropical-storm-dorian-puerto-rico.html?action=click&module=Top%20Stories&pgtype=Homepage,0,"The storm moved through the Virgin Islands and dealt Puerto Rico a glancing blow.

Hurricane Dorian hit the United States Virgin Islands on Wednesday and then moved northwestward, where warm Atlantic waters were expected to strengthen it into a major storm threatening the Southeastern United States. The storm’s winds and heavy rains extended into the British Virgin Islands to the east and parts of Puerto Rico to the west, including the island municipality of Culebra. But the main island of Puerto Rico was spared a direct hit.

The compact storm, which reached hurricane strength shortly before 2 p.m. Eastern time, has been maddeningly difficult to forecast, as tends to be the case with smaller, disorganized systems."
298,298,https://www.nytimes.com/2019/09/04/us/politics/trump-hurricane-alabama-sharpie.html,0,"WASHINGTON — When President Trump displayed a large map of Hurricane Dorian’s path in the Oval Office on Wednesday, it was hard to miss a black line that appeared to have been drawn to extend the storm’s possible path into the state of Alabama.

That might have been intended to bolster Mr. Trump’s claim on Sunday when he tweeted that “in addition to Florida — South Carolina, North Carolina, Georgia, and Alabama, will most likely be hit (much) harder than anticipated.”

Never mind that the Alabama office of the National Weather Service quickly responded to Mr. Trump’s original claim by insisting that “Alabama will NOT see any impacts from #Dorian.”

“We repeat, no impacts from Hurricane #Dorian will be felt across Alabama,” the office tweeted. “The system will remain too far east.”"
321,321,https://www.nytimes.com/2019/09/06/technology/attorney-generals-tech-antitrust-investigation.html,0,"There is a major force uniting America’s fiercely partisan politicians: big technology companies. Democrats and Republicans at the federal and state levels are coming together to scrutinize the power of the Silicon Valley giants and, potentially, to rein them in.

Letitia James, the Democratic attorney general of New York, announced on Friday that attorneys general in eight states — four Democrats and four Republicans — and the District of Columbia had begun an antitrust investigation of Facebook.

Next up for state regulators is Google. A similarly bipartisan group led by eight attorneys general is set to announce on Monday a separate but comparable investigation. The search giant is expected to be the focus of the inquiry, according to two people familiar with the plan, who spoke on the condition of anonymity before the official announcement. Attorney General Ken Paxton of Texas, a Republican, is taking a leading role in the Google investigation, the people said.

The state inquiries coincide with bipartisan scrutiny of the tech giants in Washington, by House and Senate committees, the Justice Department and the Federal Trade Commission. Federal officials are examining the practices of Amazon and Apple as well as those of Facebook and Google."
342,342,https://www.nytimes.com/2019/09/12/technology/google-settlement-nlrb.html,0,"WASHINGTON — Google said Thursday that it had reached a settlement with the National Labor Relations Board over complaints from multiple employees who say the company has stymied dissent, including one who has said he was fired for being an outspoken conservative.

Google plans to explain to employees the rights they have as workers under federal law, like the ability to discuss workplace conditions, said Jenn Kaiser, a Google spokeswoman. And it will tell the employees that Google will not retaliate against them for exercising those rights.

“Under that settlement, we have agreed to post a notice to our employees reminding them of their rights under the National Labor Relations Act,” Ms. Kaiser said in a statement. “As a part of that notice, we will also remind employees of the changes we made to our workplace policies back in 2016 and 2017 that clarified those policies do not prevent employees from discussing workplace issues.”

The settlement requires the approval of an official at the N.L.R.B. According to a document obtained by The New York Times, a regional director said this week that she was approving the settlement."
347,347,http://www.nytimes.com/2012/10/03/us/pennsylvania-judge-delays-implementation-of-voter-id-law.html?hp=&_r=0,0,"A Pennsylvania judge on Tuesday blocked the key component of a highly contested state law requiring strict photographic identification to vote in next month’s election, saying the authorities had not done enough to ensure that voters had access to the new documents.

The result, that Pennsylvanians will not have to present a state-approved ID to vote in November, was the latest and most significant in a series of legal victories for those opposed to laws that they charge would limit access to polls in this presidential election. With only a month left until Election Day, disputes around the country over new voter ID requirements, early voting, provisional ballots and registration drives are looking far less significant.

“Every voter restriction that has been challenged this year has been either enjoined, blocked or weakened,” said Lawrence Norden of the Brennan Center for Justice, which is part of the New York University School of Law and opposes such restrictions. “It has been an extraordinary string of victories for those opposing these laws.”

Voter ID laws have been taken off the table in Texas and Wisconsin. The Justice Department has blocked such a law in South Carolina, which has appealed in federal court. In Florida and Ohio, early voting and voter-registration drives have been largely restored. New Hampshire is going ahead with its law, but voters who do not have the required document will be permitted to vote and have a month to verify their identity."
400,400,https://www.nytimes.com/2019/09/24/us/politics/democrats-impeachment-trump.html?action=click&module=Spotlight&pgtype=Homepage,0,"Ms. Pelosi’s declaration, after months of reticence by Democrats who had feared the political consequences of impeaching a president many of them long ago concluded was unfit for office, was a stunning turn that set the stage for a history-making and exceedingly bitter confrontation between the Democrat-led House and a defiant president who has thumbed his nose at institutional norms.

“The actions taken to date by the president have seriously violated the Constitution,” Ms. Pelosi said in a brief speech invoking the nation’s founding principles. Mr. Trump, she added, “must be held accountable — no one is above the law.”"
413,413,https://www.nytimes.com/2019/09/26/us/politics/who-is-whistleblower.html?campaign_id=60&instance_id=0&segment_id=17384&user_id=3154de4756231a971cc896fe10ac5461&regi_id=73626606ing-news,0,"WASHINGTON — The White House learned that a C.I.A. officer had lodged allegations against President Trump’s dealings with Ukraine even as the officer’s whistle-blower complaint was moving through a process meant to protect him against reprisals, people familiar with the matter said on Thursday.

The officer first shared information about potential abuse of power and a White House cover-up with the C.I.A.’s top lawyer through an anonymous process, some of the people said. The lawyer shared the officer’s concerns with White House and Justice Department officials, following policy. Around the same time, the officer separately filed the whistle-blower complaint."
